question_id	poll_id	cycle	state	pollster_id	pollster	sponsor_ids	sponsors	partisan	display_name	pollster_rating_id	pollster_rating_name	fte_grade	sample_size	population	population_full	methodology	office_type	seat_number	start_date	end_date	sponsor_candidate	tracking	nationwide_batch	created_at	notes	url	stage	dem	rep	ind
80151	50759	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	508	rv	rv	Online	U.S. House		12/29/2017	1/2/2018		TRUE	FALSE	1/5/2018 14:52		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41	33.9	5.2
80119	50744	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1519	a	a	Online	U.S. House		12/24/2017	12/28/2017		TRUE	FALSE	12/29/2017 13:55		http://polling.reuters.com/#poll/TM1212Y17/	general	41.7	27.9	5.2
79971	50662	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1463	a	a	Online	U.S. House		12/5/2017	12/9/2017		TRUE	FALSE	12/12/2017 20:19		http://polling.reuters.com/#poll/TM1212Y17/	general	38.5	29.1	5.2
79941	50650	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1247	rv	rv	Online	U.S. House		12/2/2017	12/6/2017		TRUE	FALSE	12/10/2017 17:03		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.2	34.4	5.2
79868	50608	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1928	a	a	Online	U.S. House		11/26/2017	11/30/2017		TRUE	FALSE	12/1/2017 15:49		http://polling.reuters.com/#poll/TM1212Y17/	general	36.5	28.6	5.2
79870	50610	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1970	a	a	Online	U.S. House		11/24/2017	11/28/2017		TRUE	FALSE	12/1/2017 15:50		http://polling.reuters.com/#poll/TM1212Y17/	general	36.1	30.1	5.2
79172	50372	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1741	rv	rv	Online	U.S. House		10/17/2017	10/21/2017		TRUE	FALSE	10/27/2017 17:16		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.5	33.3	5.2
79330	50373	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1969	a	a	Online	U.S. House		10/16/2017	10/20/2017		TRUE	FALSE	10/27/2017 17:29		http://polling.reuters.com/#poll/TM1212Y17/	general	36.4	29.2	5.2
79183	50326	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1318	rv	rv	Online	U.S. House		10/6/2017	10/10/2017		TRUE	FALSE	10/27/2017 17:17		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.4	33.7	5.2
79185	50342	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1266	rv	rv	Online	U.S. House		10/4/2017	10/8/2017		TRUE	FALSE	10/27/2017 17:17		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.5	32.9	5.2
79344	50327	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1547	a	a	Online	U.S. House		10/2/2017	10/6/2017		TRUE	FALSE	10/27/2017 17:31		http://polling.reuters.com/#poll/TM1212Y17/	general	38.1	28.6	5.2
79360	50238	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1626	a	a	Online	U.S. House		9/16/2017	9/20/2017		TRUE	FALSE	10/27/2017 17:33		http://polling.reuters.com/#poll/TM1212Y17/	general	38.2	30	5.2
79224	50161	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1397	rv	rv	Online	U.S. House		8/26/2017	8/30/2017		TRUE	FALSE	10/27/2017 17:19		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	38.4	35.4	5.2
79418	50010	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1541	a	a	Online	U.S. House		7/20/2017	7/24/2017		TRUE	FALSE	10/27/2017 17:42		http://polling.reuters.com/#poll/TM1212Y17/	general	36.9	29.6	5.2
79420	50012	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1585	a	a	Online	U.S. House		7/18/2017	7/22/2017		TRUE	FALSE	10/27/2017 17:42		http://polling.reuters.com/#poll/TM1212Y17/	general	34.8	29.4	5.2
79287	49922	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1362	rv	rv	Online	U.S. House		6/24/2017	6/28/2017		TRUE	FALSE	10/27/2017 17:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.1	33.5	5.2
87402	49819	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	669	lv	lv	Online	U.S. House		5/31/2017	6/4/2017		TRUE	FALSE	9/18/2018 17:30		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1	general	38.5	32.3	5.2
90770	56438	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2220	rv	rv	Online	U.S. House		10/13/2018	10/19/2018		TRUE	FALSE	10/24/2018 15:53		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1	general	45.3	35.1	5.1
90321	56234	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	3542	a	a	Online	U.S. House		10/3/2018	10/9/2018		TRUE	FALSE	10/16/2018 12:03		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/	general	38.7	28.1	5.1
90004	56107	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	3720	a	a	Online	U.S. House		10/2/2018	10/8/2018		TRUE	FALSE	10/9/2018 16:24		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/	general	38.6	28	5.1
83422	52791	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1644	a	a	Online	U.S. House		7/1/2018	7/5/2018		TRUE	FALSE	7/6/2018 16:33		http://polling.reuters.com/#poll/TM1212Y17/	general	39	30.3	5.1
82995	52534	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1512	a	a	Online	U.S. House		6/2/2018	6/6/2018		TRUE	FALSE	6/9/2018 9:34		http://polling.reuters.com/#poll/TM1212Y17/	general	39.2	30	5.1
82816	52439	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1354	a	a	Online	U.S. House		5/16/2018	5/20/2018		TRUE	FALSE	5/22/2018 21:43		http://polling.reuters.com/#poll/TM1212Y17/	general	35	33.8	5.1
82730	52392	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1230	rv	rv	Online	U.S. House		5/5/2018	5/9/2018		TRUE	FALSE	5/12/2018 0:04		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.6	37.3	5.1
82366	52197	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1268	rv	rv	Online	U.S. House		4/12/2018	4/16/2018		TRUE	FALSE	4/17/2018 15:40		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	44.2	35.2	5.1
82369	52200	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1293	rv	rv	Online	U.S. House		4/9/2018	4/13/2018		TRUE	FALSE	4/17/2018 15:41		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.1	36	5.1
81646	51633	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1220	rv	rv	Online	U.S. House		4/6/2018	4/10/2018		TRUE	FALSE	4/13/2018 16:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.5	33.6	5.1
81628	51620	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1480	a	a	Online	U.S. House		4/5/2018	4/9/2018		TRUE	FALSE	4/11/2018 13:19		http://polling.reuters.com/#poll/TM1212Y17/	general	38	29.2	5.1
81002	51203	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2760	rv	rv	Online	U.S. House		3/21/2018	3/25/2018		TRUE	FALSE	3/27/2018 21:35		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.9	33.8	5.1
81004	51205	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2848	rv	rv	Online	U.S. House		3/19/2018	3/23/2018		TRUE	FALSE	3/27/2018 21:35		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.6	33.7	5.1
80801	51055	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2757	rv	rv	Online	U.S. House		3/18/2018	3/22/2018		TRUE	FALSE	3/25/2018 14:07		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.8	34	5.1
80803	51057	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1342	rv	rv	Online	U.S. House		3/16/2018	3/20/2018		TRUE	FALSE	3/25/2018 14:08		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.2	36.9	5.1
80806	51057	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1625	a	a	Online	U.S. House		3/16/2018	3/20/2018		TRUE	FALSE	3/25/2018 14:09		http://polling.reuters.com/#poll/TM1212Y17/	general	35.7	30.4	5.1
80748	51031	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1485	a	a	Online	U.S. House		3/10/2018	3/14/2018		TRUE	FALSE	3/16/2018 15:07		http://polling.reuters.com/#poll/TM1212Y17/	general	38	30.2	5.1
80197	50777	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1336	rv	rv	Online	U.S. House		1/3/2018	1/7/2018		TRUE	FALSE	1/10/2018 12:06		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.1	34.2	5.1
80154	50758	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	948	a	a	Online	U.S. House		12/30/2017	1/3/2018		TRUE	FALSE	1/5/2018 14:53		http://polling.reuters.com/#poll/TM1212Y17/	general	34.8	30.8	5.1
80100	50734	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1339	rv	rv	Online	U.S. House		12/19/2017	12/23/2017		TRUE	FALSE	12/26/2017 15:45		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	46.5	31	5.1
79702	50495	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1562	a	a	Online	U.S. House		11/16/2017	11/20/2017		TRUE	FALSE	11/22/2017 11:46		http://polling.reuters.com/#poll/TM1212Y17/	general	38.1	28.2	5.1
79329	50372	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2109	a	a	Online	U.S. House		10/17/2017	10/21/2017		TRUE	FALSE	10/27/2017 17:29		http://polling.reuters.com/#poll/TM1212Y17/	general	36	29.2	5.1
79338	50324	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1611	a	a	Online	U.S. House		10/8/2017	10/12/2017		TRUE	FALSE	10/27/2017 17:30		http://polling.reuters.com/#poll/TM1212Y17/	general	37.2	28.7	5.1
79361	50239	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1557	a	a	Online	U.S. House		9/15/2017	9/19/2017		TRUE	FALSE	10/27/2017 17:33		http://polling.reuters.com/#poll/TM1212Y17/	general	37.7	30.1	5.1
79205	50221	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1277	rv	rv	Online	U.S. House		9/14/2017	9/18/2017		TRUE	FALSE	10/27/2017 17:18		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.9	31.5	5.1
79378	50173	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1832	a	a	Online	U.S. House		8/29/2017	9/2/2017		TRUE	FALSE	10/27/2017 17:36		http://polling.reuters.com/#poll/TM1212Y17/	general	37.7	32.1	5.1
79398	50087	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1631	a	a	Online	U.S. House		8/9/2017	8/13/2017		TRUE	FALSE	10/27/2017 17:38		http://polling.reuters.com/#poll/TM1212Y17/	general	37.1	29.1	5.1
79410	50052	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	3132	a	a	Online	U.S. House		7/28/2017	8/1/2017		TRUE	FALSE	10/27/2017 17:40		http://polling.reuters.com/#poll/TM1212Y17/	general	38.2	29.8	5.1
79256	50037	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	3119	rv	rv	Online	U.S. House		7/25/2017	7/29/2017		TRUE	FALSE	10/27/2017 17:22		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.9	32.6	5.1
79426	49982	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1496	a	a	Online	U.S. House		7/12/2017	7/16/2017		TRUE	FALSE	10/27/2017 17:43		http://polling.reuters.com/#poll/TM1212Y17/	general	36.1	30.6	5.1
79283	49936	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1378	rv	rv	Online	U.S. House		6/28/2017	7/2/2017		TRUE	FALSE	10/27/2017 17:24		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.3	35.3	5.1
79468	49819	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2420	a	a	Online	U.S. House		5/31/2017	6/4/2017		TRUE	FALSE	10/27/2017 17:51		http://polling.reuters.com/#poll/TM1212Y17/	general	38.7	30.6	5.1
90952	56484	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2988	rv	rv	Online	U.S. House		10/17/2018	10/23/2018		TRUE	FALSE	10/30/2018 0:27		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1	general	43.8	37.7	5
90005	56108	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	3732	a	a	Online	U.S. House		10/1/2018	10/7/2018		TRUE	FALSE	10/9/2018 16:24		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/	general	38.8	28.2	5
85993	53588	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1479	rv	rv	Online	U.S. House		8/3/2018	8/7/2018		TRUE	FALSE	8/10/2018 16:22		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1	general	41.3	38.9	5
82584	52319	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1891	rv	rv	Online	U.S. House		4/22/2018	4/26/2018		TRUE	FALSE	4/28/2018 12:27		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	44.1	33.2	5
81631	51623	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1768	a	a	Online	U.S. House		4/2/2018	4/6/2018		TRUE	FALSE	4/11/2018 13:20		http://polling.reuters.com/#poll/TM1212Y17/	general	37.9	28.7	5
81577	51598	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1576	rv	rv	Online	U.S. House		3/29/2018	4/2/2018		TRUE	FALSE	4/3/2018 17:26		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43	34.6	5
80802	51056	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1869	rv	rv	Online	U.S. House		3/17/2018	3/21/2018		TRUE	FALSE	3/25/2018 14:08		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.6	35.7	5
80746	51032	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1164	rv	rv	Online	U.S. House		3/9/2018	3/13/2018		TRUE	FALSE	3/16/2018 15:06		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.2	34.8	5
80374	50858	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1562	rv	rv	Online	U.S. House		1/23/2018	1/27/2018		TRUE	FALSE	1/30/2018 16:34		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.7	34.7	5
80155	50759	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	625	a	a	Online	U.S. House		12/29/2017	1/2/2018		TRUE	FALSE	1/5/2018 14:53		http://polling.reuters.com/#poll/TM1212Y17/	general	36	29.8	5
80024	50697	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1464	a	a	Online	U.S. House		12/8/2017	12/12/2017		TRUE	FALSE	12/15/2017 15:32		http://polling.reuters.com/#poll/TM1212Y17/	general	37.3	28.7	5
79903	50629	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1303	rv	rv	Online	U.S. House		11/29/2017	12/3/2017		TRUE	FALSE	12/5/2017 14:59		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.9	35.9	5
79904	50630	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1359	rv	rv	Online	U.S. House		11/28/2017	12/2/2017		TRUE	FALSE	12/5/2017 14:59		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.2	34.2	5
79806	50556	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1922	a	a	Online	U.S. House		11/23/2017	11/27/2017		TRUE	FALSE	11/29/2017 14:02		http://polling.reuters.com/#poll/TM1212Y17/	general	36.7	30.1	5
79795	50557	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1386	rv	rv	Online	U.S. House		11/22/2017	11/26/2017		TRUE	FALSE	11/29/2017 14:01		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.8	33.8	5
79808	50558	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1605	a	a	Online	U.S. House		11/21/2017	11/25/2017		TRUE	FALSE	11/29/2017 14:02		http://polling.reuters.com/#poll/TM1212Y17/	general	35.8	29.7	5
79537	50413	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1614	rv	rv	Online	U.S. House		10/29/2017	11/2/2017		TRUE	FALSE	11/6/2017 17:44		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	47.3	32	5
79539	50414	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1354	rv	rv	Online	U.S. House		10/28/2017	11/1/2017		TRUE	FALSE	11/6/2017 17:44		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	44.6	33.3	5
79340	50326	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1585	a	a	Online	U.S. House		10/6/2017	10/10/2017		TRUE	FALSE	10/27/2017 17:30		http://polling.reuters.com/#poll/TM1212Y17/	general	36.4	29.3	5
79342	50342	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1523	a	a	Online	U.S. House		10/4/2017	10/8/2017		TRUE	FALSE	10/27/2017 17:31		http://polling.reuters.com/#poll/TM1212Y17/	general	36.9	29	5
79343	50343	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1507	a	a	Online	U.S. House		10/3/2017	10/7/2017		TRUE	FALSE	10/27/2017 17:31		http://polling.reuters.com/#poll/TM1212Y17/	general	36.9	28.9	5
79213	50195	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1407	rv	rv	Online	U.S. House		9/6/2017	9/10/2017		TRUE	FALSE	10/27/2017 17:19		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.7	35	5
79376	50171	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1746	a	a	Online	U.S. House		8/31/2017	9/4/2017		TRUE	FALSE	10/27/2017 17:35		http://polling.reuters.com/#poll/TM1212Y17/	general	37.9	33	5
79220	50172	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1468	rv	rv	Online	U.S. House		8/30/2017	9/3/2017		TRUE	FALSE	10/27/2017 17:19		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41	37.1	5
79223	50160	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1717	rv	rv	Online	U.S. House		8/27/2017	8/31/2017		TRUE	FALSE	10/27/2017 17:19		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	38.7	36	5
79225	50162	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1480	rv	rv	Online	U.S. House		8/25/2017	8/29/2017		TRUE	FALSE	10/27/2017 17:19		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.5	33.8	5
79234	50118	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2829	rv	rv	Online	U.S. House		8/16/2017	8/20/2017		TRUE	FALSE	10/27/2017 17:20		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.8	33	5
79236	50120	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2276	rv	rv	Online	U.S. House		8/14/2017	8/18/2017		TRUE	FALSE	10/27/2017 17:20		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.8	32.2	5
79241	50087	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1394	rv	rv	Online	U.S. House		8/9/2017	8/13/2017		TRUE	FALSE	10/27/2017 17:21		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42	32.9	5
79411	50035	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	3797	a	a	Online	U.S. House		7/27/2017	7/31/2017		TRUE	FALSE	10/27/2017 17:40		http://polling.reuters.com/#poll/TM1212Y17/	general	38.3	29.6	5
79255	50036	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	3128	rv	rv	Online	U.S. House		7/26/2017	7/30/2017		TRUE	FALSE	10/27/2017 17:22		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.8	32.4	5
79257	50038	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2835	rv	rv	Online	U.S. House		7/24/2017	7/28/2017		TRUE	FALSE	10/27/2017 17:22		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.9	32.4	5
79435	49956	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1563	a	a	Online	U.S. House		7/3/2017	7/7/2017		TRUE	FALSE	10/27/2017 17:45		http://polling.reuters.com/#poll/TM1212Y17/	general	39.6	30.2	5
79284	49937	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1409	rv	rv	Online	U.S. House		6/27/2017	7/1/2017		TRUE	FALSE	10/27/2017 17:24		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.7	35.2	5
79288	49920	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1348	rv	rv	Online	U.S. House		6/23/2017	6/27/2017		TRUE	FALSE	10/27/2017 17:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.8	32.4	5
90756	56436	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1878	lv	lv	Online	U.S. House		10/15/2018	10/21/2018		TRUE	FALSE	10/24/2018 15:53		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1	general	47.3	42.3	4.9
90768	56436	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2813	rv	rv	Online	U.S. House		10/15/2018	10/21/2018		TRUE	FALSE	10/24/2018 15:53		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1	general	44.1	37.2	4.9
90769	56437	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2391	rv	rv	Online	U.S. House		10/14/2018	10/20/2018		TRUE	FALSE	10/24/2018 15:53		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1	general	45.2	36.2	4.9
90387	56259	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2072	rv	rv	Online	U.S. House		10/7/2018	10/13/2018		TRUE	FALSE	10/17/2018 0:06		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1	general	44.1	36.9	4.9
90013	56109	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2944	rv	rv	Online	U.S. House		9/30/2018	10/6/2018		TRUE	FALSE	10/9/2018 16:24		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/PD1:1	general	46.2	32.9	4.9
84486	53389	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2357	rv	rv	Online	U.S. House		7/13/2018	7/17/2018		TRUE	FALSE	7/20/2018 16:49		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.5	35.2	4.9
83499	52831	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1549	a	a	Online	U.S. House		7/6/2018	7/10/2018		TRUE	FALSE	7/13/2018 16:50		http://polling.reuters.com/#poll/TM1212Y17/	general	41	29.5	4.9
83425	52791	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1383	rv	rv	Online	U.S. House		7/1/2018	7/5/2018		TRUE	FALSE	7/6/2018 16:33		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.5	34.8	4.9
83085	52578	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1447	rv	rv	Online	U.S. House		6/13/2018	6/17/2018		TRUE	FALSE	6/19/2018 14:44		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.8	35.9	4.9
82996	52535	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1534	a	a	Online	U.S. House		6/1/2018	6/5/2018		TRUE	FALSE	6/9/2018 9:34		http://polling.reuters.com/#poll/TM1212Y17/	general	38	28.5	4.9
82893	52477	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1727	a	a	Online	U.S. House		5/21/2018	5/25/2018		TRUE	FALSE	5/31/2018 17:44		http://polling.reuters.com/#poll/TM1212Y17/	general	37.2	31.9	4.9
82606	52329	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1988	rv	rv	Online	U.S. House		4/23/2018	4/27/2018		TRUE	FALSE	5/1/2018 15:10		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.5	33.9	4.9
81592	51609	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1444	rv	rv	Online	U.S. House		3/31/2018	4/4/2018		TRUE	FALSE	4/6/2018 15:40		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	44.1	32.7	4.9
81006	51203	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	3329	a	a	Online	U.S. House		3/21/2018	3/25/2018		TRUE	FALSE	3/27/2018 21:36		http://polling.reuters.com/#poll/TM1212Y17/	general	36.6	29.3	4.9
81008	51205	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	3443	a	a	Online	U.S. House		3/19/2018	3/23/2018		TRUE	FALSE	3/27/2018 21:37		http://polling.reuters.com/#poll/TM1212Y17/	general	37	28.9	4.9
80747	51030	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1565	a	a	Online	U.S. House		3/11/2018	3/15/2018		TRUE	FALSE	3/16/2018 15:06		http://polling.reuters.com/#poll/TM1212Y17/	general	38.7	30.1	4.9
80650	50989	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1273	rv	rv	Online	U.S. House		2/27/2018	3/3/2018		TRUE	FALSE	3/6/2018 15:53		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	44.6	33.1	4.9
80373	50857	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1510	rv	rv	Online	U.S. House		1/24/2018	1/28/2018		TRUE	FALSE	1/30/2018 16:33		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.2	33.9	4.9
